period,type,canton,group,value
2017Q4,estimate,LU,Hôpitaux (séjours),157.36
2017Q4,estimate,LU,Laboratoire cabinet médical,15.97
2017Q4,estimate,LU,Laboratoires,22.49
2017Q4,estimate,LU,Médecins (ambulatoire) sans laboratoire,166.83
2017Q4,estimate,LU,Médicaments (médecin),104.22
2017Q4,estimate,LU,Pharmacies,40.26
2017Q4,estimate,LU,Physiothérapeutes,25.36
2017Q4,estimate,LU,SPITEX (soins à domicile),19.88
2017Q4,estimate,NE,Autres,46.85
2017Q4,estimate,NE,Etablissements médico-sociaux,83.01
2017Q4,estimate,NE,Hôpitaux (ambulatoire),205.54
2017Q4,estimate,NE,Hôpitaux (séjours),196.80
2017Q4,estimate,NE,Laboratoire cabinet médical,9.22
2017Q4,estimate,NE,Laboratoires,45.36
2017Q4,estimate,NE,Médecins (ambulatoire) sans laboratoire,207.10
2017Q4,estimate,NE,Médicaments (médecin),29.22
2017Q4,estimate,NE,Pharmacies,186.12
2017Q4,estimate,NE,Physiothérapeutes,27.92
2017Q4,estimate,NE,SPITEX (soins à domicile),37.45
2017Q4,estimate,NW,Autres,30.26
2017Q4,estimate,NW,Etablissements médico-sociaux,50.11
2017Q4,estimate,NW,Hôpitaux (ambulatoire),187.54
2017Q4,estimate,NW,Hôpitaux (séjours),159.10
2017Q4,estimate,NW,Laboratoire cabinet médical,14.85
2017Q4,estimate,NW,Laboratoires,23.18
2017Q4,estimate,NW,Médecins (ambulatoire) sans laboratoire,155.66
2017Q4,estimate,NW,Médicaments (médecin),96.87
2017Q4,estimate,NW,Pharmacies,40.48
2017Q4,estimate,NW,Physiothérapeutes,23.22
2017Q4,estimate,NW,SPITEX (soins à domicile),17.31
2017Q4,estimate,OW,Autres,28.74
2017Q4,estimate,OW,Etablissements médico-sociaux,46.27
2017Q4,estimate,OW,Hôpitaux (ambulatoire),199.79
2017Q4,estimate,OW,Hôpitaux (séjours),156.57
2017Q4,estimate,OW,Laboratoire cabinet médical,15.19
2017Q4,estimate,OW,Laboratoires,22.79
2017Q4,estimate,OW,Médecins (ambulatoire) sans laboratoire,141.27
2017Q4,estimate,OW,Médicaments (médecin),106.16
2017Q4,estimate,OW,Pharmacies,29.99
2017Q4,estimate,OW,Physiothérapeutes,26.36
2017Q4,estimate,OW,SPITEX (soins à domicile),15.99
2017Q4,estimate,SG,Autres,28.60
2017Q4,estimate,SG,Etablissements médico-sociaux,47.87
2017Q4,estimate,SG,Hôpitaux (ambulatoire),161.00
2017Q4,estimate,SG,Hôpitaux (séjours),202.59
2017Q4,estimate,SG,Laboratoire cabinet médical,17.58
2017Q4,estimate,SG,Laboratoires,20.04
2017Q4,estimate,SG,Médecins (ambulatoire) sans laboratoire,191.34
2017Q4,estimate,SG,Médicaments (médecin),114.53
2017Q4,estimate,SG,Pharmacies,41.98
2017Q4,estimate,SG,Physiothérapeutes,29.42
2017Q4,estimate,SG,SPITEX (soins à domicile),17.23
2017Q4,estimate,SH,Autres,50.42
2017Q4,estimate,SH,Etablissements médico-sociaux,57.44
2017Q4,estimate,SH,Hôpitaux (ambulatoire),174.48
2017Q4,estimate,SH,Hôpitaux (séjours),197.72
2017Q4,estimate,SH,Laboratoire cabinet médical,17.46
2017Q4,estimate,SH,Laboratoires,20.41
2017Q4,estimate,SH,Médecins (ambulatoire) sans laboratoire,186.94
2017Q4,estimate,SH,Médicaments (médecin),68.25
2017Q4,estimate,SH,Pharmacies,113.15
2017Q4,estimate,SH,Physiothérapeutes,35.68
2017Q4,estimate,SH,SPITEX (soins à domicile),22.69
2017Q4,estimate,SO,Autres,32.22
2017Q4,estimate,SO,Etablissements médico-sociaux,46.91
2017Q4,estimate,SO,Hôpitaux (ambulatoire),224.05
2017Q4,estimate,SO,Hôpitaux (séjours),221.17
2017Q4,estimate,SO,Laboratoire cabinet médical,18.56
2017Q4,estimate,SO,Laboratoires,24.12
2017Q4,estimate,SO,Médecins (ambulatoire) sans laboratoire,197.97
2017Q4,estimate,SO,Médicaments (médecin),100.35
2017Q4,estimate,SO,Pharmacies,83.25
2017Q4,estimate,SO,Physiothérapeutes,28.89
2017Q4,estimate,SO,SPITEX (soins à domicile),24.23
2017Q4,estimate,SZ,Autres,26.96
2017Q4,estimate,SZ,Etablissements médico-sociaux,44.77
2017Q4,estimate,SZ,Hôpitaux (ambulatoire),151.51
2017Q4,estimate,SZ,Hôpitaux (séjours),172.34
2017Q4,estimate,SZ,Laboratoire cabinet médical,21.85
2017Q4,estimate,SZ,Laboratoires,26.81
2017Q4,estimate,SZ,Médecins (ambulatoire) sans laboratoire,207.99
2017Q4,estimate,SZ,Médicaments (médecin),115.86
2017Q4,estimate,SZ,Pharmacies,37.28
2017Q4,estimate,SZ,Physiothérapeutes,27.26
2017Q4,estimate,SZ,SPITEX (soins à domicile),15.24
2017Q4,estimate,TG,Autres,35.07
2017Q4,estimate,TG,Etablissements médico-sociaux,41.51
2017Q4,estimate,TG,Hôpitaux (ambulatoire),180.90
2017Q4,estimate,TG,Hôpitaux (séjours),199.88
2017Q4,estimate,TG,Laboratoire cabinet médical,16.25
2017Q4,estimate,TG,Laboratoires,19.79
2017Q4,estimate,TG,Médecins (ambulatoire) sans laboratoire,172.16
2017Q4,estimate,TG,Médicaments (médecin),96.63
2017Q4,estimate,TG,Pharmacies,50.14
2017Q4,estimate,TG,Physiothérapeutes,34.63
2017Q4,estimate,TG,SPITEX (soins à domicile),20.22
2017Q4,estimate,TI,Autres,40.22
2017Q4,estimate,TI,Etablissements médico-sociaux,89.60
2017Q4,estimate,TI,Hôpitaux (ambulatoire),180.85
2017Q4,estimate,TI,Hôpitaux (séjours),207.62
2017Q4,estimate,TI,Laboratoire cabinet médical,19.99
2017Q4,estimate,TI,Laboratoires,37.22
2017Q4,estimate,TI,Médecins (ambulatoire) sans laboratoire,247.38
2017Q4,estimate,TI,Médicaments (médecin),21.90
2017Q4,estimate,TI,Pharmacies,190.32
2017Q4,estimate,TI,Physiothérapeutes,42.30
2017Q4,estimate,TI,SPITEX (soins à domicile),41.56
2017Q4,estimate,UR,Autres,24.51
2017Q4,estimate,UR,Etablissements médico-sociaux,59.89
2017Q4,estimate,UR,Hôpitaux (ambulatoire),169.41
2017Q4,estimate,UR,Hôpitaux (séjours),166.54
2017Q4,estimate,UR,Laboratoire cabinet médical,15.86
2017Q4,estimate,UR,Laboratoires,14.35
2017Q4,estimate,UR,Médecins (ambulatoire) sans laboratoire,134.46
2017Q4,estimate,UR,Médicaments (médecin),100.74
2017Q4,estimate,UR,Pharmacies,20.87
2017Q4,estimate,UR,Physiothérapeutes,19.76
2017Q4,estimate,UR,SPITEX (soins à domicile),12.89
2017Q4,estimate,VD,Autres,39.36
2017Q4,estimate,VD,Etablissements médico-sociaux,63.02
2017Q4,estimate,VD,Hôpitaux (ambulatoire),248.01
2017Q4,estimate,VD,Hôpitaux (séjours),187.27
2017Q4,estimate,VD,Laboratoire cabinet médical,13.64
2017Q4,estimate,VD,Laboratoires,33.48
2017Q4,estimate,VD,Médecins (ambulatoire) sans laboratoire,252.66
2017Q4,estimate,VD,Médicaments (médecin),15.39
2017Q4,estimate,VD,Pharmacies,175.48
2017Q4,estimate,VD,Physiothérapeutes,31.30
2017Q4,estimate,VD,SPITEX (soins à domicile),44.93
2017Q4,estimate,VS,Autres,36.71
2017Q4,estimate,VS,Etablissements médico-sociaux,57.91
2017Q4,estimate,VS,Hôpitaux (ambulatoire),178.65
2017Q4,estimate,VS,Hôpitaux (séjours),194.17
2017Q4,estimate,VS,Laboratoire cabinet médical,15.26
2017Q4,estimate,VS,Laboratoires,22.59
2017Q4,estimate,VS,Médecins (ambulatoire) sans laboratoire,198.08
2017Q4,estimate,VS,Médicaments (médecin),18.28
2017Q4,estimate,VS,Pharmacies,157.25
2017Q4,estimate,VS,Physiothérapeutes,27.46
2017Q4,estimate,VS,SPITEX (soins à domicile),18.36
2017Q4,estimate,ZG,Autres,26.22
2017Q4,estimate,ZG,Etablissements médico-sociaux,40.49
2017Q4,estimate,ZG,Hôpitaux (ambulatoire),135.87
2017Q4,estimate,ZG,Hôpitaux (séjours),146.44
2017Q4,estimate,ZG,Laboratoire cabinet médical,17.36
2017Q4,estimate,ZG,Laboratoires,32.48
2017Q4,estimate,ZG,Médecins (ambulatoire) sans laboratoire,203.28
2017Q4,estimate,ZG,Médicaments (médecin),90.58
2017Q4,estimate,ZG,Pharmacies,59.57
2017Q4,estimate,ZG,Physiothérapeutes,29.38
2017Q4,estimate,ZG,SPITEX (soins à domicile),12.79
2017Q4,estimate,ZH,Autres,31.14
2017Q4,estimate,ZH,Etablissements médico-sociaux,46.21
2017Q4,estimate,ZH,Hôpitaux (ambulatoire),168.90
2017Q4,estimate,ZH,Hôpitaux (séjours),201.30
2017Q4,estimate,ZH,Laboratoire cabinet médical,19.15
2017Q4,estimate,ZH,Laboratoires,28.57
2017Q4,estimate,ZH,Médecins (ambulatoire) sans laboratoire,263.23
2017Q4,estimate,ZH,Médicaments (médecin),88.24
2017Q4,estimate,ZH,Pharmacies,92.81
2017Q4,estimate,ZH,Physiothérapeutes,33.82
2017Q4,estimate,ZH,SPITEX (soins à domicile),22.12
2017Q4,estimate,CH,Autres,884.10
2017Q4,estimate,CH,Etablissements médico-sociaux,1462.32
2017Q4,estimate,CH,Hôpitaux (ambulatoire),4791.98
2017Q4,estimate,CH,Hôpitaux (séjours),5090.00
2017Q4,estimate,CH,Laboratoire cabinet médical,428.69
2017Q4,estimate,CH,Laboratoires,684.71
2017Q4,estimate,CH,Médecins (ambulatoire) sans laboratoire,5240.52
2017Q4,estimate,CH,Médicaments (médecin),1824.38
2017Q4,estimate,CH,Pharmacies,2587.02
2017Q4,estimate,CH,Physiothérapeutes,767.86
2017Q4,estimate,CH,SPITEX (soins à domicile),620.24
2018Q1,estimate,AG,Autres,29.31
2018Q1,estimate,AG,Etablissements médico-sociaux,38.67
2018Q1,estimate,AG,Hôpitaux (ambulatoire),168.30
2018Q1,estimate,AG,Hôpitaux (séjours),189.75
2018Q1,estimate,AG,Laboratoire cabinet médical,17.37
2018Q1,estimate,AG,Laboratoires,21.39
2018Q1,estimate,AG,Médecins (ambulatoire) sans laboratoire,181.94
2018Q1,estimate,AG,Médicaments (médecin),29.69
2018Q1,estimate,AG,Pharmacies,143.88
2018Q1,estimate,AG,Physiothérapeutes,28.89
2018Q1,estimate,AG,SPITEX (soins à domicile),19.51
2018Q1,estimate,AI,Autres,24.89
2018Q1,estimate,AI,Etablissements médico-sociaux,48.78
2018Q1,estimate,AI,Hôpitaux (ambulatoire),124.77
2018Q1,estimate,AI,Hôpitaux (séjours),140.60
2018Q1,estimate,AI,Laboratoire cabinet médical,15.31
2018Q1,estimate,AI,Laboratoires,14.48
2018Q1,estimate,AI,Médecins (ambulatoire) sans laboratoire,123.11
2018Q1,estimate,AI,Médicaments (médecin),88.01
2018Q1,estimate,AI,Pharmacies,25.72
2018Q1,estimate,AI,Physiothérapeutes,14.47
2018Q1,estimate,AI,SPITEX (soins à domicile),25.17
2018Q1,estimate,AR,Autres,28.34
2018Q1,estimate,AR,Etablissements médico-sociaux,59.28
2018Q1,estimate,AR,Hôpitaux (ambulatoire),137.25
2018Q1,estimate,AR,Hôpitaux (séjours),191.16
2018Q1,estimate,AR,Laboratoire cabinet médical,16.33
2018Q1,estimate,AR,Laboratoires,16.68
2018Q1,estimate,AR,Médecins (ambulatoire) sans laboratoire,162.38
2018Q1,estimate,AR,Médicaments (médecin),93.60
2018Q1,estimate,AR,Pharmacies,34.90
2018Q1,estimate,AR,Physiothérapeutes,22.27
2018Q1,estimate,AR,SPITEX (soins à domicile),17.67
2018Q1,estimate,BE,Autres,39.20
2018Q1,estimate,BE,Etablissements médico-sociaux,75.76
2018Q1,estimate,BE,Hôpitaux (ambulatoire),183.62
2018Q1,estimate,BE,Hôpitaux (séjours),203.67
2018Q1,estimate,BE,Laboratoire cabinet médical,20.42
2018Q1,estimate,BE,Laboratoires,25.85
2018Q1,estimate,BE,Médecins (ambulatoire) sans laboratoire,209.78
2018Q1,estimate,BE,Médicaments (médecin),75.47
2018Q1,estimate,BE,Pharmacies,112.27
2018Q1,estimate,BE,Physiothérapeutes,27.26
2018Q1,estimate,BE,SPITEX (soins à domicile),38.00
2018Q1,estimate,BL,Autres,35.58
2018Q1,estimate,BL,Etablissements médico-sociaux,44.10
2018Q1,estimate,BL,Hôpitaux (ambulatoire),176.77
2018Q1,estimate,BL,Hôpitaux (séjours),247.91
2018Q1,estimate,BL,Laboratoire cabinet médical,19.82
2018Q1,estimate,BL,Laboratoires,28.66
2018Q1,estimate,BL,Médecins (ambulatoire) sans laboratoire,249.23
2018Q1,estimate,BL,Médicaments (médecin),92.16
2018Q1,estimate,BL,Pharmacies,112.30
2018Q1,estimate,BL,Physiothérapeutes,39.33
2018Q1,estimate,BL,SPITEX (soins à domicile),27.05
2018Q1,estimate,BS,Autres,36.02
2018Q1,estimate,BS,Etablissements médico-sociaux,69.02
2018Q1,estimate,BS,Hôpitaux (ambulatoire),208.39
2018Q1,estimate,BS,Hôpitaux (séjours),295.57
2018Q1,estimate,BS,Laboratoire cabinet médical,18.62
2018Q1,estimate,BS,Laboratoires,30.41
2018Q1,estimate,BS,Médecins (ambulatoire) sans laboratoire,254.13
2018Q1,estimate,BS,Médicaments (médecin),28.72
2018Q1,estimate,BS,Pharmacies,201.83
2018Q1,estimate,BS,Physiothérapeutes,40.69
2018Q1,estimate,BS,SPITEX (soins à domicile),40.30
2018Q1,estimate,FR,Autres,40.74
2018Q1,estimate,FR,Etablissements médico-sociaux,53.20
2018Q1,estimate,FR,Hôpitaux (ambulatoire),152.29
2018Q1,estimate,FR,Hôpitaux (séjours),184.10
2018Q1,estimate,FR,Laboratoire cabinet médical,17.03
2018Q1,estimate,FR,Laboratoires,28.79
2018Q1,estimate,FR,Médecins (ambulatoire) sans laboratoire,217.37
2018Q1,estimate,FR,Médicaments (médecin),22.73
2018Q1,estimate,FR,Pharmacies,159.49
2018Q1,estimate,FR,Physiothérapeutes,24.97
2018Q1,estimate,FR,SPITEX (soins à domicile),21.63
2018Q1,estimate,GE,Autres,38.75
2018Q1,estimate,GE,Etablissements médico-sociaux,50.35
2018Q1,estimate,GE,Hôpitaux (ambulatoire),182.63
2018Q1,estimate,GE,Hôpitaux (séjours),184.71
2018Q1,estimate,GE,Laboratoire cabinet médical,12.47
2018Q1,estimate,GE,Laboratoires,51.68
2018Q1,estimate,GE,Médecins (ambulatoire) sans laboratoire,366.95
2018Q1,estimate,GE,Médicaments (médecin),18.10
2018Q1,estimate,GE,Pharmacies,199.48
2018Q1,estimate,GE,Physiothérapeutes,37.92
2018Q1,estimate,GE,SPITEX (soins à domicile),33.83
2018Q1,estimate,GL,Autres,32.67
2018Q1,estimate,GL,Etablissements médico-sociaux,57.14
2018Q1,estimate,GL,Hôpitaux (ambulatoire),165.65
2018Q1,estimate,GL,Hôpitaux (séjours),199.42
2018Q1,estimate,GL,Laboratoire cabinet médical,17.40
2018Q1,estimate,GL,Laboratoires,20.66
2018Q1,estimate,GL,Médecins (ambulatoire) sans laboratoire,151.27
2018Q1,estimate,GL,Médicaments (médecin),112.74
2018Q1,estimate,GL,Pharmacies,39.13
2018Q1,estimate,GL,Physiothérapeutes,29.88
2018Q1,estimate,GL,SPITEX (soins à domicile),16.55
2018Q1,estimate,GR,Autres,30.27
2018Q1,estimate,GR,Etablissements médico-sociaux,53.87
2018Q1,estimate,GR,Hôpitaux (ambulatoire),147.79
2018Q1,estimate,GR,Hôpitaux (séjours),155.20
2018Q1,estimate,GR,Laboratoire cabinet médical,17.37
2018Q1,estimate,GR,Laboratoires,24.19
2018Q1,estimate,GR,Médecins (ambulatoire) sans laboratoire,156.69
2018Q1,estimate,GR,Médicaments (médecin),54.75
2018Q1,estimate,GR,Pharmacies,109.59
2018Q1,estimate,GR,Physiothérapeutes,27.79
2018Q1,estimate,GR,SPITEX (soins à domicile),23.89
2018Q1,estimate,JU,Autres,37.48
2018Q1,estimate,JU,Etablissements médico-sociaux,74.06
2018Q1,estimate,JU,Hôpitaux (ambulatoire),195.04
2018Q1,estimate,JU,Hôpitaux (séjours),251.62
2018Q1,estimate,JU,Laboratoire cabinet médical,13.61
2018Q1,estimate,JU,Laboratoires,24.74
2018Q1,estimate,JU,Médecins (ambulatoire) sans laboratoire,194.04
2018Q1,estimate,JU,Médicaments (médecin),23.86
2018Q1,estimate,JU,Pharmacies,184.04
2018Q1,estimate,JU,Physiothérapeutes,22.65
2018Q1,estimate,JU,SPITEX (soins à domicile),47.85
2018Q1,estimate,LU,Autres,32.26
2018Q1,estimate,LU,Etablissements médico-sociaux,63.01
2018Q1,estimate,LU,Hôpitaux (ambulatoire),121.74
2018Q1,estimate,LU,Hôpitaux (séjours),140.27
2018Q1,estimate,LU,Laboratoire cabinet médical,16.65
2018Q1,estimate,LU,Laboratoires,22.96
2018Q1,estimate,LU,Médecins (ambulatoire) sans laboratoire,163.44
2018Q1,estimate,LU,Médicaments (médecin),102.06
2018Q1,estimate,LU,Pharmacies,44.30
2018Q1,estimate,LU,Physiothérapeutes,27.46
2018Q1,estimate,LU,SPITEX (soins à domicile),23.74
2018Q1,estimate,NE,Autres,51.35
2018Q1,estimate,NE,Etablissements médico-sociaux,86.66
2018Q1,estimate,NE,Hôpitaux (ambulatoire),215.05
2018Q1,estimate,NE,Hôpitaux (séjours),204.85
2018Q1,estimate,NE,Laboratoire cabinet médical,10.94
2018Q1,estimate,NE,Laboratoires,44.77
2018Q1,estimate,NE,Médecins (ambulatoire) sans laboratoire,224.53
2018Q1,estimate,NE,Médicaments (médecin),27.73
2018Q1,estimate,NE,Pharmacies,193.23
2018Q1,estimate,NE,Physiothérapeutes,27.42
2018Q1,estimate,NE,SPITEX (soins à domicile),36.77
2018Q1,estimate,NW,Autres,31.38
2018Q1,estimate,NW,Etablissements médico-sociaux,50.27
2018Q1,estimate,NW,Hôpitaux (ambulatoire),153.68
2018Q1,estimate,NW,Hôpitaux (séjours),165.53
2018Q1,estimate,NW,Laboratoire cabinet médical,15.76
2018Q1,estimate,NW,Laboratoires,22.06
2018Q1,estimate,NW,Médecins (ambulatoire) sans laboratoire,151.77
2018Q1,estimate,NW,Médicaments (médecin),102.40
2018Q1,estimate,NW,Pharmacies,41.87
2018Q1,estimate,NW,Physiothérapeutes,22.99
2018Q1,estimate,NW,SPITEX (soins à domicile),22.65
2018Q1,estimate,OW,Autres,31.31
2018Q1,estimate,OW,Etablissements médico-sociaux,48.80
2018Q1,estimate,OW,Hôpitaux (ambulatoire),166.63
2018Q1,estimate,OW,Hôpitaux (séjours),146.95
2018Q1,estimate,OW,Laboratoire cabinet médical,17.47
2018Q1,estimate,OW,Laboratoires,24.40
2018Q1,estimate,OW,Médecins (ambulatoire) sans laboratoire,143.43
2018Q1,estimate,OW,Médicaments (médecin),111.96
2018Q1,estimate,OW,Pharmacies,34.88
2018Q1,estimate,OW,Physiothérapeutes,30.06
2018Q1,estimate,OW,SPITEX (soins à domicile),19.18
2018Q1,estimate,SG,Autres,30.28
2018Q1,estimate,SG,Etablissements médico-sociaux,47.38
2018Q1,estimate,SG,Hôpitaux (ambulatoire),134.55
2018Q1,estimate,SG,Hôpitaux (séjours),190.17
2018Q1,estimate,SG,Laboratoire cabinet médical,17.53
2018Q1,estimate,SG,Laboratoires,20.24
2018Q1,estimate,SG,Médecins (ambulatoire) sans laboratoire,178.97
2018Q1,estimate,SG,Médicaments (médecin),106.01
2018Q1,estimate,SG,Pharmacies,44.55
2018Q1,estimate,SG,Physiothérapeutes,30.12
2018Q1,estimate,SG,SPITEX (soins à domicile),19.29
2018Q1,estimate,SH,Autres,32.25
2018Q1,estimate,SH,Etablissements médico-sociaux,56.06
2018Q1,estimate,SH,Hôpitaux (ambulatoire),150.16
2018Q1,estimate,SH,Hôpitaux (séjours),199.85
2018Q1,estimate,SH,Laboratoire cabinet médical,19.17
2018Q1,estimate,SH,Laboratoires,20.13
2018Q1,estimate,SH,Médecins (ambulatoire) sans laboratoire,176.66
2018Q1,estimate,SH,Médicaments (médecin),68.49
2018Q1,estimate,SH,Pharmacies,119.11
2018Q1,estimate,SH,Physiothérapeutes,34.30
2018Q1,estimate,SH,SPITEX (soins à domicile),22.62
2018Q1,estimate,SO,Autres,34.70
2018Q1,estimate,SO,Etablissements médico-sociaux,54.53
2018Q1,estimate,SO,Hôpitaux (ambulatoire),202.90
2018Q1,estimate,SO,Hôpitaux (séjours),200.82
2018Q1,estimate,SO,Laboratoire cabinet médical,18.75
2018Q1,estimate,SO,Laboratoires,24.39
2018Q1,estimate,SO,Médecins (ambulatoire) sans laboratoire,194.34
2018Q1,estimate,SO,Médicaments (médecin),98.33
2018Q1,estimate,SO,Pharmacies,84.29
2018Q1,estimate,SO,Physiothérapeutes,29.82
2018Q1,estimate,SO,SPITEX (soins à domicile),25.96
2018Q1,estimate,SZ,Autres,29.75
2018Q1,estimate,SZ,Etablissements médico-sociaux,47.70
2018Q1,estimate,SZ,Hôpitaux (ambulatoire),129.92
2018Q1,estimate,SZ,Hôpitaux (séjours),168.95
2018Q1,estimate,SZ,Laboratoire cabinet médical,21.41
2018Q1,estimate,SZ,Laboratoires,27.76
2018Q1,estimate,SZ,Médecins (ambulatoire) sans laboratoire,199.46
2018Q1,estimate,SZ,Médicaments (médecin),108.97
2018Q1,estimate,SZ,Pharmacies,39.78
2018Q1,estimate,SZ,Physiothérapeutes,29.47
2018Q1,estimate,SZ,SPITEX (soins à domicile),17.59
2018Q1,estimate,TG,Autres,29.57
2018Q1,estimate,TG,Etablissements médico-sociaux,46.91
2018Q1,estimate,TG,Hôpitaux (ambulatoire),156.69
2018Q1,estimate,TG,Hôpitaux (séjours),191.74
2018Q1,estimate,TG,Laboratoire cabinet médical,16.07
2018Q1,estimate,TG,Laboratoires,19.50
2018Q1,estimate,TG,Médecins (ambulatoire) sans laboratoire,164.81
2018Q1,estimate,TG,Médicaments (médecin),92.37
2018Q1,estimate,TG,Pharmacies,51.70
2018Q1,estimate,TG,Physiothérapeutes,33.22
2018Q1,estimate,TG,SPITEX (soins à domicile),22.53
2018Q1,estimate,TI,Autres,44.38
2018Q1,estimate,TI,Etablissements médico-sociaux,78.68
2018Q1,estimate,TI,Hôpitaux (ambulatoire),102.94
2018Q1,estimate,TI,Hôpitaux (séjours),215.43
2018Q1,estimate,TI,Laboratoire cabinet médical,21.37
2018Q1,estimate,TI,Laboratoires,35.81
2018Q1,estimate,TI,Médecins (ambulatoire) sans laboratoire,245.30
2018Q1,estimate,TI,Médicaments (médecin),21.81
2018Q1,estimate,TI,Pharmacies,200.64
2018Q1,estimate,TI,Physiothérapeutes,42.74
2018Q1,estimate,TI,SPITEX (soins à domicile),41.62
2018Q1,estimate,UR,Autres,24.16
2018Q1,estimate,UR,Etablissements médico-sociaux,59.53
2018Q1,estimate,UR,Hôpitaux (ambulatoire),162.31
2018Q1,estimate,UR,Hôpitaux (séjours),154.91
2018Q1,estimate,UR,Laboratoire cabinet médical,16.56
2018Q1,estimate,UR,Laboratoires,13.98
2018Q1,estimate,UR,Médecins (ambulatoire) sans laboratoire,127.47
2018Q1,estimate,UR,Médicaments (médecin),94.78
2018Q1,estimate,UR,Pharmacies,19.45
2018Q1,estimate,UR,Physiothérapeutes,18.89
2018Q1,estimate,UR,SPITEX (soins à domicile),15.94
2018Q1,estimate,VD,Autres,40.06
2018Q1,estimate,VD,Etablissements médico-sociaux,53.55
2018Q1,estimate,VD,Hôpitaux (ambulatoire),203.37
2018Q1,estimate,VD,Hôpitaux (séjours),186.26
2018Q1,estimate,VD,Laboratoire cabinet médical,14.51
2018Q1,estimate,VD,Laboratoires,31.93
2018Q1,estimate,VD,Médecins (ambulatoire) sans laboratoire,251.73
2018Q1,estimate,VD,Médicaments (médecin),14.31
2018Q1,estimate,VD,Pharmacies,182.38
2018Q1,estimate,VD,Physiothérapeutes,30.05
2018Q1,estimate,VD,SPITEX (soins à domicile),41.16
2018Q1,estimate,VS,Autres,38.49
2018Q1,estimate,VS,Etablissements médico-sociaux,62.23
2018Q1,estimate,VS,Hôpitaux (ambulatoire),183.02
2018Q1,estimate,VS,Hôpitaux (séjours),188.57
2018Q1,estimate,VS,Laboratoire cabinet médical,18.01
2018Q1,estimate,VS,Laboratoires,22.80
2018Q1,estimate,VS,Médecins (ambulatoire) sans laboratoire,205.25
2018Q1,estimate,VS,Médicaments (médecin),19.13
2018Q1,estimate,VS,Pharmacies,172.00
2018Q1,estimate,VS,Physiothérapeutes,30.05
2018Q1,estimate,VS,SPITEX (soins à domicile),19.55
2018Q1,estimate,ZG,Autres,28.27
2018Q1,estimate,ZG,Etablissements médico-sociaux,42.71
2018Q1,estimate,ZG,Hôpitaux (ambulatoire),113.83
2018Q1,estimate,ZG,Hôpitaux (séjours),145.89
2018Q1,estimate,ZG,Laboratoire cabinet médical,17.22
2018Q1,estimate,ZG,Laboratoires,33.16
2018Q1,estimate,ZG,Médecins (ambulatoire) sans laboratoire,196.85
2018Q1,estimate,ZG,Médicaments (médecin),88.22
2018Q1,estimate,ZG,Pharmacies,61.62
2018Q1,estimate,ZG,Physiothérapeutes,30.89
2018Q1,estimate,ZG,SPITEX (soins à domicile),14.50
2018Q1,estimate,ZH,Autres,30.57
