Period,Canton,Cost_Group,Value,Type
2018Q3,AI,Autres,25.82,Historical
2018Q3,AI,Etablissements médico-sociaux,45.12,Historical
2018Q3,AI,Hôpitaux (ambulatoire),160.51,Historical
2018Q3,AI,Hôpitaux (séjours),195.32,Historical
2018Q3,AI,Laboratoire cabinet médical,14.80,Historical
2018Q3,AI,Laboratoires,15.35,Historical
2018Q3,AI,Médecins (ambulatoire) sans laboratoire,125.33,Historical
2018Q3,AI,Médicaments (médecin),84.35,Historical
2018Q3,AI,Pharmacies,19.79,Historical
2018Q3,AI,Physiothérapeutes,14.54,Historical
2018Q3,AI,SPITEX (soins à domicile),18.16,Historical
2018Q3,AI,Total,719.09,Historical
2018Q3,AR,Autres,28.13,Historical
2018Q3,AR,Etablissements médico-sociaux,65.95,Historical
2018Q3,AR,Hôpitaux (ambulatoire),190.87,Historical
2018Q3,AR,Hôpitaux (séjours),205.76,Historical
2018Q3,AR,Laboratoire cabinet médical,15.39,Historical
2018Q3,AR,Laboratoires,16.88,Historical
2018Q3,AR,Médecins (ambulatoire) sans laboratoire,160.07,Historical
2018Q3,AR,Médicaments (médecin),87.95,Historical
2018Q3,AR,Pharmacies,34.94,Historical
2018Q3,AR,Physiothérapeutes,20.67,Historical
2018Q3,AR,SPITEX (soins à domicile),17.35,Historical
2018Q3,AR,Total,843.97,Historical
2018Q3,BE,Autres,37.32,Historical
2018Q3,BE,Etablissements médico-sociaux,63.78,Historical
2018Q3,BE,Hôpitaux (ambulatoire),173.31,Historical
2018Q3,BE,Hôpitaux (séjours),203.92,Historical
2018Q3,BE,Laboratoire cabinet médical,18.05,Historical
2018Q3,BE,Laboratoires,23.89,Historical
2018Q3,BE,Médecins (ambulatoire) sans laboratoire,187.86,Historical
2018Q3,BE,Médicaments (médecin),70.61,Historical
2018Q3,BE,Pharmacies,108.63,Historical
2018Q3,BE,Physiothérapeutes,25.44,Historical
2018Q3,BE,SPITEX (soins à domicile),35.27,Historical
2018Q3,BE,Total,948.09,Historical
2018Q3,BL,Autres,33.70,Historical
2018Q3,BL,Etablissements médico-sociaux,46.36,Historical
2018Q3,BL,Hôpitaux (ambulatoire),197.87,Historical
2018Q3,BL,Hôpitaux (séjours),239.19,Historical
2018Q3,BL,Laboratoire cabinet médical,16.90,Historical
2018Q3,BL,Laboratoires,26.68,Historical
2018Q3,BL,Médecins (ambulatoire) sans laboratoire,219.31,Historical
2018Q3,BL,Médicaments (médecin),82.51,Historical
2018Q3,BL,Pharmacies,108.86,Historical
2018Q3,BL,Physiothérapeutes,38.10,Historical
2018Q3,BL,SPITEX (soins à domicile),27.69,Historical
2018Q3,BL,Total,1037.16,Historical
2018Q3,BS,Autres,35.14,Historical
2018Q3,BS,Etablissements médico-sociaux,71.31,Historical
2018Q3,BS,Hôpitaux (ambulatoire),223.56,Historical
2018Q3,BS,Hôpitaux (séjours),301.06,Historical
2018Q3,BS,Laboratoire cabinet médical,16.15,Historical
2018Q3,BS,Laboratoires,28.74,Historical
2018Q3,BS,Médecins (ambulatoire) sans laboratoire,227.56,Historical
2018Q3,BS,Médicaments (médecin),25.54,Historical
2018Q3,BS,Pharmacies,197.35,Historical
2018Q3,BS,Physiothérapeutes,41.50,Historical
2018Q3,BS,SPITEX (soins à domicile),42.70,Historical
2018Q3,BS,Total,1210.61,Historical
2018Q3,CH,Autres,33.80,Historical
2018Q3,CH,Etablissements médico-sociaux,54.66,Historical
2018Q3,CH,Hôpitaux (ambulatoire),186.28,Historical
2018Q3,CH,Hôpitaux (séjours),194.50,Historical
2018Q3,CH,Laboratoire cabinet médical,15.73,Historical
2018Q3,CH,Laboratoires,26.10,Historical
2018Q3,CH,Médecins (ambulatoire) sans laboratoire,201.19,Historical
2018Q3,CH,Médicaments (médecin),59.85,Historical
2018Q3,CH,Pharmacies,112.41,Historical
2018Q3,CH,Physiothérapeutes,29.51,Historical
2018Q3,CH,SPITEX (soins à domicile),27.82,Historical
2018Q3,CH,Total,941.85,Historical
2018Q3,FR,Autres,39.10,Historical
2018Q3,FR,Etablissements médico-sociaux,53.88,Historical
2018Q3,FR,Hôpitaux (ambulatoire),170.78,Historical
2018Q3,FR,Hôpitaux (séjours),170.46,Historical
2018Q3,FR,Laboratoire cabinet médical,14.22,Historical
2018Q3,FR,Laboratoires,26.28,Historical
2018Q3,FR,Médecins (ambulatoire) sans laboratoire,187.89,Historical
2018Q3,FR,Médicaments (médecin),21.21,Historical
2018Q3,FR,Pharmacies,151.62,Historical
2018Q3,FR,Physiothérapeutes,24.14,Historical
2018Q3,FR,SPITEX (soins à domicile),22.08,Historical
2018Q3,FR,Total,881.66,Historical
2018Q3,GE,Autres,36.98,Historical
2018Q3,GE,Etablissements médico-sociaux,56.72,Historical
2018Q3,GE,Hôpitaux (ambulatoire),204.32,Historical
2018Q3,GE,Hôpitaux (séjours),186.38,Historical
2018Q3,GE,Laboratoire cabinet médical,10.24,Historical
2018Q3,GE,Laboratoires,45.69,Historical
2018Q3,GE,Médecins (ambulatoire) sans laboratoire,309.06,Historical
2018Q3,GE,Médicaments (médecin),18.74,Historical
2018Q3,GE,Pharmacies,180.53,Historical
2018Q3,GE,Physiothérapeutes,37.04,Historical
2018Q3,GE,SPITEX (soins à domicile),32.88,Historical
2018Q3,GE,Total,1118.58,Historical
2018Q3,GL,Autres,27.35,Historical
2018Q3,GL,Etablissements médico-sociaux,54.46,Historical
2018Q3,GL,Hôpitaux (ambulatoire),190.47,Historical
2018Q3,GL,Hôpitaux (séjours),213.32,Historical
2018Q3,GL,Laboratoire cabinet médical,15.73,Historical
2018Q3,GL,Laboratoires,20.19,Historical
2018Q3,GL,Médecins (ambulatoire) sans laboratoire,146.07,Historical
2018Q3,GL,Médicaments (médecin),114.36,Historical
2018Q3,GL,Pharmacies,38.65,Historical
2018Q3,GL,Physiothérapeutes,29.75,Historical
2018Q3,GL,SPITEX (soins à domicile),16.60,Historical
2018Q3,GL,Total,866.93,Historical
2018Q3,GR,Autres,30.35,Historical
2018Q3,GR,Etablissements médico-sociaux,54.13,Historical
2018Q3,GR,Hôpitaux (ambulatoire),166.29,Historical
2018Q3,GR,Hôpitaux (séjours),178.23,Historical
2018Q3,GR,Laboratoire cabinet médical,16.24,Historical
2018Q3,GR,Laboratoires,23.54,Historical
2018Q3,GR,Médecins (ambulatoire) sans laboratoire,154.26,Historical
2018Q3,GR,Médicaments (médecin),56.27,Historical
2018Q3,GR,Pharmacies,109.89,Historical
2018Q3,GR,Physiothérapeutes,26.46,Historical
2018Q3,GR,SPITEX (soins à domicile),24.17,Historical
2018Q3,GR,Total,839.84,Historical
2018Q3,JU,Autres,34.84,Historical
2018Q3,JU,Etablissements médico-sociaux,76.00,Historical
2018Q3,JU,Hôpitaux (ambulatoire),200.39,Historical
2018Q3,JU,Hôpitaux (séjours),237.88,Historical
2018Q3,JU,Laboratoire cabinet médical,11.30,Historical
2018Q3,JU,Laboratoires,22.79,Historical
2018Q3,JU,Médecins (ambulatoire) sans laboratoire,163.90,Historical
2018Q3,JU,Médicaments (médecin),22.15,Historical
2018Q3,JU,Pharmacies,174.08,Historical
2018Q3,JU,Physiothérapeutes,22.47,Historical
2018Q3,JU,SPITEX (soins à domicile),48.05,Historical
2018Q3,JU,Total,1013.84,Historical
2018Q3,LU,Autres,30.95,Historical
2018Q3,LU,Etablissements médico-sociaux,59.66,Historical
2018Q3,LU,Hôpitaux (ambulatoire),141.14,Historical
2018Q3,LU,Hôpitaux (séjours),205.00,Historical
2018Q3,LU,Laboratoire cabinet médical,15.35,Historical
2018Q3,LU,Laboratoires,22.95,Historical
2018Q3,LU,Médecins (ambulatoire) sans laboratoire,155.70,Historical
2018Q3,LU,Médicaments (médecin),97.73,Historical
2018Q3,LU,Pharmacies,42.52,Historical
2018Q3,LU,Physiothérapeutes,25.54,Historical
2018Q3,LU,SPITEX (soins à domicile),22.29,Historical
2018Q3,LU,Total,818.83,Historical
2018Q3,NE,Autres,55.17,Historical
2018Q3,NE,Etablissements médico-sociaux,85.99,Historical
2018Q3,NE,Hôpitaux (ambulatoire),193.53,Historical
2018Q3,NE,Hôpitaux (séjours),180.12,Historical
2018Q3,NE,Laboratoire cabinet médical,9.06,Historical
2018Q3,NE,Laboratoires,40.83,Historical
2018Q3,NE,Médecins (ambulatoire) sans laboratoire,193.52,Historical
2018Q3,NE,Médicaments (médecin),27.97,Historical
2018Q3,NE,Pharmacies,188.48,Historical
2018Q3,NE,Physiothérapeutes,26.38,Historical
2018Q3,NE,SPITEX (soins à domicile),38.50,Historical
2018Q3,NE,Total,1039.56,Historical
2018Q3,NW,Autres,36.35,Historical
2018Q3,NW,Etablissements médico-sociaux,49.64,Historical
2018Q3,NW,Hôpitaux (ambulatoire),155.29,Historical
2018Q3,NW,Hôpitaux (séjours),174.06,Historical
2018Q3,NW,Laboratoire cabinet médical,15.05,Historical
2018Q3,NW,Laboratoires,21.76,Historical
2018Q3,NW,Médecins (ambulatoire) sans laboratoire,144.44,Historical
2018Q3,NW,Médicaments (médecin),93.00,Historical
2018Q3,NW,Pharmacies,39.41,Historical
2018Q3,NW,Physiothérapeutes,22.90,Historical
2018Q3,NW,SPITEX (soins à domicile),20.63,Historical
2018Q3,NW,Total,772.51,Historical
2018Q3,OW,Autres,28.25,Historical
2018Q3,OW,Etablissements médico-sociaux,45.84,Historical
2018Q3,OW,Hôpitaux (ambulatoire),169.37,Historical
2018Q3,OW,Hôpitaux (séjours),155.75,Historical
2018Q3,OW,Laboratoire cabinet médical,16.00,Historical
2018Q3,OW,Laboratoires,21.19,Historical
2018Q3,OW,Médecins (ambulatoire) sans laboratoire,135.27,Historical
2018Q3,OW,Médicaments (médecin),103.53,Historical
2018Q3,OW,Pharmacies,33.32,Historical
2018Q3,OW,Physiothérapeutes,26.09,Historical
2018Q3,OW,SPITEX (soins à domicile),19.88,Historical
2018Q3,OW,Total,754.50,Historical
2018Q3,SG,Autres,29.04,Historical
2018Q3,SG,Etablissements médico-sociaux,46.89,Historical
2018Q3,SG,Hôpitaux (ambulatoire),205.04,Historical
2018Q3,SG,Hôpitaux (séjours),188.98,Historical
2018Q3,SG,Laboratoire cabinet médical,16.46,Historical
2018Q3,SG,Laboratoires,19.22,Historical
2018Q3,SG,Médecins (ambulatoire) sans laboratoire,174.02,Historical
2018Q3,SG,Médicaments (médecin),107.13,Historical
2018Q3,SG,Pharmacies,40.66,Historical
2018Q3,SG,Physiothérapeutes,28.55,Historical
2018Q3,SG,SPITEX (soins à domicile),18.88,Historical
2018Q3,SG,Total,874.87,Historical
2018Q3,SH,Autres,28.91,Historical
2018Q3,SH,Etablissements médico-sociaux,58.37,Historical
2018Q3,SH,Hôpitaux (ambulatoire),199.79,Historical
2018Q3,SH,Hôpitaux (séjours),203.44,Historical
2018Q3,SH,Laboratoire cabinet médical,16.72,Historical
2018Q3,SH,Laboratoires,18.64,Historical
2018Q3,SH,Médecins (ambulatoire) sans laboratoire,162.01,Historical
2018Q3,SH,Médicaments (médecin),68.53,Historical
2018Q3,SH,Pharmacies,109.19,Historical
2018Q3,SH,Physiothérapeutes,32.65,Historical
2018Q3,SH,SPITEX (soins à domicile),26.73,Historical
2018Q3,SH,Total,924.97,Historical
2018Q3,SO,Autres,33.05,Historical
2018Q3,SO,Etablissements médico-sociaux,46.49,Historical
2018Q3,SO,Hôpitaux (ambulatoire),203.48,Historical
2018Q3,SO,Hôpitaux (séjours),207.25,Historical
2018Q3,SO,Laboratoire cabinet médical,17.12,Historical
2018Q3,SO,Laboratoires,22.93,Historical
2018Q3,SO,Médecins (ambulatoire) sans laboratoire,179.14,Historical
2018Q3,SO,Médicaments (médecin),93.77,Historical
2018Q3,SO,Pharmacies,78.35,Historical
2018Q3,SO,Physiothérapeutes,27.19,Historical
2018Q3,SO,SPITEX (soins à domicile),24.77,Historical
2018Q3,SO,Total,933.54,Historical
2018Q3,SZ,Autres,28.31,Historical
2018Q3,SZ,Etablissements médico-sociaux,45.80,Historical
2018Q3,SZ,Hôpitaux (ambulatoire),144.49,Historical
2018Q3,SZ,Hôpitaux (séjours),182.78,Historical
2018Q3,SZ,Laboratoire cabinet médical,21.05,Historical
2018Q3,SZ,Laboratoires,26.50,Historical
2018Q3,SZ,Médecins (ambulatoire) sans laboratoire,198.04,Historical
2018Q3,SZ,Médicaments (médecin),113.40,Historical
2018Q3,SZ,Pharmacies,36.03,Historical
2018Q3,SZ,Physiothérapeutes,27.14,Historical
2018Q3,SZ,SPITEX (soins à domicile),16.27,Historical
2018Q3,SZ,Total,839.81,Historical
2018Q3,TG,Autres,28.86,Historical
2018Q3,TG,Etablissements médico-sociaux,43.88,Historical
2018Q3,TG,Hôpitaux (ambulatoire),193.60,Historical
2018Q3,TG,Hôpitaux (séjours),188.02,Historical
2018Q3,TG,Laboratoire cabinet médical,14.75,Historical
2018Q3,TG,Laboratoires,18.33,Historical
2018Q3,TG,Médecins (ambulatoire) sans laboratoire,154.82,Historical
2018Q3,TG,Médicaments (médecin),90.12,Historical
2018Q3,TG,Pharmacies,47.10,Historical
2018Q3,TG,Physiothérapeutes,32.03,Historical
2018Q3,TG,SPITEX (soins à domicile),23.49,Historical
2018Q3,TG,Total,835.00,Historical
2018Q3,TI,Autres,42.16,Historical
2018Q3,TI,Etablissements médico-sociaux,91.33,Historical
2018Q3,TI,Hôpitaux (ambulatoire),221.45,Historical
2018Q3,TI,Hôpitaux (séjours),189.95,Historical
2018Q3,TI,Laboratoire cabinet médical,18.60,Historical
2018Q3,TI,Laboratoires,32.24,Historical
2018Q3,TI,Médecins (ambulatoire) sans laboratoire,231.01,Historical
2018Q3,TI,Médicaments (médecin),21.96,Historical
2018Q3,TI,Pharmacies,179.59,Historical
2018Q3,TI,Physiothérapeutes,39.18,Historical
2018Q3,TI,SPITEX (soins à domicile),42.65,Historical
2018Q3,TI,Total,1110.11,Historical
2018Q3,UR,Autres,22.47,Historical
2018Q3,UR,Etablissements médico-sociaux,54.68,Historical
2018Q3,UR,Hôpitaux (ambulatoire),153.04,Historical
2018Q3,UR,Hôpitaux (séjours),179.32,Historical
2018Q3,UR,Laboratoire cabinet médical,15.99,Historical
2018Q3,UR,Laboratoires,14.21,Historical
2018Q3,UR,Médecins (ambulatoire) sans laboratoire,120.19,Historical
2018Q3,UR,Médicaments (médecin),96.51,Historical
2018Q3,UR,Pharmacies,19.50,Historical
2018Q3,UR,Physiothérapeutes,18.41,Historical
2018Q3,UR,SPITEX (soins à domicile),15.86,Historical
2018Q3,UR,Total,710.17,Historical
2018Q3,VD,Autres,38.76,Historical
2018Q3,VD,Etablissements médico-sociaux,57.59,Historical
2018Q3,VD,Hôpitaux (ambulatoire),222.71,Historical
2018Q3,VD,Hôpitaux (séjours),176.18,Historical
2018Q3,VD,Laboratoire cabinet médical,12.20,Historical
2018Q3,VD,Laboratoires,29.77,Historical
2018Q3,VD,Médecins (ambulatoire) sans laboratoire,219.88,Historical
2018Q3,VD,Médicaments (médecin),14.53,Historical
2018Q3,VD,Pharmacies,164.90,Historical
2018Q3,VD,Physiothérapeutes,29.50,Historical
2018Q3,VD,SPITEX (soins à domicile),41.74,Historical
2018Q3,VD,Total,1007.77,Historical
2018Q3,VS,Autres,38.19,Historical
2018Q3,VS,Etablissements médico-sociaux,58.54,Historical
2018Q3,VS,Hôpitaux (ambulatoire),206.99,Historical
2018Q3,VS,Hôpitaux (séjours),179.95,Historical
2018Q3,VS,Laboratoire cabinet médical,13.85,Historical
2018Q3,VS,Laboratoires,20.45,Historical
2018Q3,VS,Médecins (ambulatoire) sans laboratoire,171.76,Historical
2018Q3,VS,Médicaments (médecin),17.21,Historical
2018Q3,VS,Pharmacies,155.75,Historical
2018Q3,VS,Physiothérapeutes,26.78,Historical
2018Q3,VS,SPITEX (soins à domicile),19.40,Historical
2018Q3,VS,Total,908.87,Historical
2018Q3,ZG,Autres,26.49,Historical
2018Q3,ZG,Etablissements médico-sociaux,40.32,Historical
2018Q3,ZG,Hôpitaux (ambulatoire),135.09,Historical
2018Q3,ZG,Hôpitaux (séjours),177.21,Historical
2018Q3,ZG,Laboratoire cabinet médical,15.68,Historical
2018Q3,ZG,Laboratoires,31.46,Historical
2018Q3,ZG,Médecins (ambulatoire) sans laboratoire,180.76,Historical
2018Q3,ZG,Médicaments (médecin),84.08,Historical
2018Q3,ZG,Pharmacies,60.56,Historical
2018Q3,ZG,Physiothérapeutes,28.39,Historical
2018Q3,ZG,SPITEX (soins à domicile),14.64,Historical
2018Q3,ZG,Total,794.70,Historical
2018Q3,ZH,Autres,29.40,Historical
2018Q3,ZH,Etablissements médico-sociaux,45.47,Historical
2018Q3,ZH,Hôpitaux (ambulatoire),167.50,Historical
2018Q3,ZH,Hôpitaux (séjours),199.42,Historical
2018Q3,ZH,Laboratoire cabinet médical,17.55,Historical
2018Q3,ZH,Laboratoires,26.71,Historical
2018Q3,ZH,Médecins (ambulatoire) sans laboratoire,234.99,Historical
2018Q3,ZH,Médicaments (médecin),83.25,Historical
2018Q3,ZH,Pharmacies,87.05,Historical
2018Q3,ZH,Physiothérapeutes,30.98,Historical
2018Q3,ZH,SPITEX (soins à domicile),23.46,Historical
2018Q3,ZH,Total,945.80,Historical
2018Q4,AG,Autres,29.95,Historical
2018Q4,AG,Etablissements médico-sociaux,38.80,Historical
2018Q4,AG,Hôpitaux (ambulatoire),224.31,Historical
2018Q4,AG,Hôpitaux (séjours),202.21,Historical
2018Q4,AG,Laboratoire cabinet médical,18.32,Historical
2018Q4,AG,Laboratoires,23.01,Historical
2018Q4,AG,Médecins (ambulatoire) sans laboratoire,192.22,Historical
2018Q4,AG,Médicaments (médecin),32.84,Historical
2018Q4,AG,Pharmacies,146.15,Historical
2018Q4,AG,Physiothérapeutes,31.92,Historical
2018Q4,AG,SPITEX (soins à domicile),19.86,Historical
2018Q4,AG,Total,959.58,Historical
2018Q4,AI,Autres,26.64,Historical
2018Q4,AI,Etablissements médico-sociaux,44.38,Historical
2018Q4,AI,Hôpitaux (ambulatoire),147.01,Historical
2018Q4,AI,Hôpitaux (séjours),165.04,Historical
2018Q4,AI,Laboratoire cabinet médical,18.42,Historical
2018Q4,AI,Laboratoires,15.93,Historical
2018Q4,AI,Médecins (ambulatoire) sans laboratoire,138.62,Historical
2018Q4,AI,Médicaments (médecin),97.63,Historical
2018Q4,AI,Pharmacies,21.61,Historical
2018Q4,AI,Physiothérapeutes,14.55,Historical
2018Q4,AI,SPITEX (soins à domicile),14.57,Historical
2018Q4,AI,Total,704.39,Historical
2018Q4,AR,Autres,31.09,Historical
2018Q4,AR,Etablissements médico-sociaux,59.80,Historical
2018Q4,AR,Hôpitaux (ambulatoire),172.87,Historical
2018Q4,AR,Hôpitaux (séjours),232.63,Historical
2018Q4,AR,Laboratoire cabinet médical,17.04,Historical
2018Q4,AR,Laboratoires,18.56,Historical
2018Q4,AR,Médecins (ambulatoire) sans laboratoire,171.98,Historical
2018Q4,AR,Médicaments (médecin),96.25,Historical
2018Q4,AR,Pharmacies,35.72,Historical
2018Q4,AR,Physiothérapeutes,23.99,Historical
2018Q4,AR,SPITEX (soins à domicile),15.78,Historical
2018Q4,AR,Total,875.72,Historical
2018Q4,BE,Autres,38.61,Historical
2018Q4,BE,Etablissements médico-sociaux,68.60,Historical
2018Q4,BE,Hôpitaux (ambulatoire),188.75,Historical
2018Q4,BE,Hôpitaux (séjours),223.42,Historical
2018Q4,BE,Laboratoire cabinet médical,19.92,Historical
2018Q4,BE,Laboratoires,23.45,Historical
2018Q4,BE,Médecins (ambulatoire) sans laboratoire,206.06,Historical
2018Q4,BE,Médicaments (médecin),76.12,Historical
2018Q4,BE,Pharmacies,116.30,Historical
2018Q4,BE,Physiothérapeutes,27.92,Historical
2018Q4,BE,SPITEX (soins à domicile),34.71,Historical
2018Q4,BE,Total,1023.86,Historical
2018Q4,BL,Autres,34.50,Historical
2018Q4,BL,Etablissements médico-sociaux,45.55,Historical
2018Q4,BL,Hôpitaux (ambulatoire),211.52,Historical
2018Q4,BL,Hôpitaux (séjours),262.50,Historical
2018Q4,BL,Laboratoire cabinet médical,20.36,Historical
2018Q4,BL,Laboratoires,30.02,Historical
2018Q4,BL,Médecins (ambulatoire) sans laboratoire,258.09,Historical
2018Q4,BL,Médicaments (médecin),93.98,Historical
2018Q4,BL,Pharmacies,110.54,Historical
2018Q4,BL,Physiothérapeutes,41.83,Historical
2018Q4,BL,SPITEX (soins à domicile),28.20,Historical
2018Q4,BL,Total,1137.11,Historical
2018Q4,BS,Autres,37.74,Historical
2018Q4,BS,Etablissements médico-sociaux,69.50,Historical
2018Q4,BS,Hôpitaux (ambulatoire),261.18,Historical
2018Q4,BS,Hôpitaux (séjours),314.55,Historical
2018Q4,BS,Laboratoire cabinet médical,18.94,Historical
2018Q4,BS,Laboratoires,32.50,Historical
2018Q4,BS,Médecins (ambulatoire) sans laboratoire,260.36,Historical
2018Q4,BS,Médicaments (médecin),29.03,Historical
2018Q4,BS,Pharmacies,202.36,Historical
2018Q4,BS,Physiothérapeutes,44.71,Historical
2018Q4,BS,SPITEX (soins à domicile),39.88,Historical
2018Q4,BS,Total,1310.75,Historical
2018Q4,CH,Autres,34.29,Historical
2018Q4,CH,Etablissements médico-sociaux,55.60,Historical
2018Q4,CH,Hôpitaux (ambulatoire),201.14,Historical
2018Q4,CH,Hôpitaux (séjours),211.78,Historical
2018Q4,CH,Laboratoire cabinet médical,17.90,Historical
2018Q4,CH,Laboratoires,29.64,Historical
2018Q4,CH,Médecins (ambulatoire) sans laboratoire,228.92,Historical
2018Q4,CH,Médicaments (médecin),65.02,Historical
2018Q4,CH,Pharmacies,120.71,Historical
2018Q4,CH,Physiothérapeutes,32.87,Historical
2018Q4,CH,SPITEX (soins à domicile),27.31,Historical
2018Q4,CH,Total,1025.18,Historical
2018Q4,FR,Autres,39.25,Historical
2018Q4,FR,Etablissements médico-sociaux,48.23,Historical
2018Q4,FR,Hôpitaux (ambulatoire),180.53,Historical
2018Q4,FR,Hôpitaux (séjours),198.55,Historical
2018Q4,FR,Laboratoire cabinet médical,17.21,Historical
2018Q4,FR,Laboratoires,29.95,Historical
2018Q4,FR,Médecins (ambulatoire) sans laboratoire,224.99,Historical
2018Q4,FR,Médicaments (médecin),25.86,Historical
2018Q4,FR,Pharmacies,163.06,Historical
2018Q4,FR,Physiothérapeutes,26.66,Historical
2018Q4,FR,SPITEX (soins à domicile),21.27,Historical
2018Q4,FR,Total,975.55,Historical
2018Q4,GE,Autres,36.44,Historical
2018Q4,GE,Etablissements médico-sociaux,58.12,Historical
2018Q4,GE,Hôpitaux (ambulatoire),236.33,Historical
2018Q4,GE,Hôpitaux (séjours),205.37,Historical
2018Q4,GE,Laboratoire cabinet médical,12.20,Historical
2018Q4,GE,Laboratoires,57.42,Historical
2018Q4,GE,Médecins (ambulatoire) sans laboratoire,374.29,Historical
2018Q4,GE,Médicaments (médecin),20.76,Historical
2018Q4,GE,Pharmacies,204.89,Historical
2018Q4,GE,Physiothérapeutes,40.73,Historical
2018Q4,GE,SPITEX (soins à domicile),31.49,Historical
2018Q4,GE,Total,1278.04,Historical
2018Q4,GL,Autres,27.01,Historical
2018Q4,GL,Etablissements médico-sociaux,54.62,Historical
2018Q4,GL,Hôpitaux (ambulatoire),205.57,Historical
2018Q4,GL,Hôpitaux (séjours),240.10,Historical
2018Q4,GL,Laboratoire cabinet médical,17.78,Historical
